"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as withNULLDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as onlyTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as withEmptyDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCreatingRCSEngage_contentTag_Type_Media","","","","","RCS_testCreateRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as withSpaceDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as onlyNumberDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as longTextAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as specialCharDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as onlyTextAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as onlyNumberDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as longTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as withNULLAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as onlyTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as specialCharDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as combineTxtNumDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyingRCSEngageofGoalTypeTrack",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as specialCharDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as combineTxtNumDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as withNULLDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as withEmptyDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as onlyTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as withNULLDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as onlyNumberDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as onlyNumbersAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdatingRCSEngage_contentTag_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as combineTxtNumAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngageofGoalTypeTrack",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as specialCharAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as combineTxtNumDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as withSpacesAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as withSpacesAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as onlyNumbersAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as onlyNumberDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as onlyNumberDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as specialCharAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as combineTxtNumDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as combineTxtNumDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as withSpaceDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyingRCSEngageofGoalTypePage",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as withSpaceDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentTags","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as longTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdatingRCSEngageofGoalTypePage",""
"broken","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Testing Creation of rcs engagement from channel flow","","","","","""after each"" hook for ""RCS_testCreatRCSEngageofGoalTypeTrack""",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as onlyNumbersAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdatingRCSEngage_contentTag_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as withEmptyAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as withNULLDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentTags","","","","","RCS_testCopyRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as withSpaceDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as withSpaceDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentTags","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreateRCSEngage_OnlyContentTags","","","","","RCS_testCreateRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreateRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyingRCSEngage_contentTag_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as withNULLDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatingRCSEngage_contentTag_Type_Media","","","","","RCS_testCreateRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as withEmptyDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as withEmptyDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as specialCharDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as onlyTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as longTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as withEmptyAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as specialCharDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngageofGoalTypeNone",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as longTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as combineTxtNumAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as combineTxtNumDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreateRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as withSpaceDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as onlyTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as onlyNumberDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as withNULLAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreateRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentTags","","","","","RCS_testCopyRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyingRCSEngage_contentTag_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as specialCharDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as longTextAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as withEmptyDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as onlyTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as withSpacesAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentTags","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreateRCSEngage_OnlyContentTags","","","","","RCS_testCreateRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as onlyTextAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_OnlyMandatoryParam","","","","","RCS_testCreatRCSEngage_OnlyMandatoryParam as longTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testUpdatingRCSEngageofGoalTypeTrack",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","Second Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngageofGoalTypePage",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as withEmptyDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyMandatoryParam","","","","","RCS_testUpdateRCSEngage_OnlyMandatoryParam as longTextDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as longTextAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCopyingRCSEngage_contentTag_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentTags as onlyTextTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatingRCSEngage_contentTag_Type_Media","","","","","RCS_testCreateRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdatingRCSEngage_contentTag_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as combineTxtNumAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as onlyTextAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreateRCSEngage_OnlyContentTags","","","","","RCS_testCreateRCSEngage_OnlyContentTags as longTextTag3",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testCreatRCSEngage_ContentAttribute_Type_Media","","","","","RCS_testCreatRCSEngage_OnlyContentAttribute as withEmptyAttri",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCopyRCSEngage_OnlyMandatoryParam","","","","","RCS_testCopyRCSEngage_OnlyMandatoryParam as withNULLDEF31",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCopyRCSEngage_OnlyContentTags","","","","","RCS_testCopyRCSEngage_OnlyContentTags as onlyNumbersTag5",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","1","RCS_testCopyRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testCopyRCSEngage_OnlyContentAttribute as withNULLAttri",""
"passed","Fri Mar 08 17:18:51 GMT 2024","Fri Mar 08 17:22:24 GMT 2024","212519","Testing Creation of rcs engagement from channel flow","","","","","RCS_testCreatRCSEngageofGoalTypeTrack",""
"skipped","Fri Mar 08 17:24:04 GMT 2024","Fri Mar 08 17:24:04 GMT 2024","0","RCS_testUpdateRCSEngage_OnlyContentAttribute_Type_Media","","","","","RCS_testUpdateRCSEngage_OnlyContentAttribute as specialCharAttri",""
